pid,name,type,region_big,region_small,tel,fax,zipcd,addr1,addr2,latitude,longitude,date_time,use_yn,island_area
263,연세빛가정의학과의원,의원,시,경남,055-382-7119,055-382-7118,50614,경남 양산시,물금읍 증산역로 152,35.3093,129.0063,2020-05-11 00:00:00,Y,불포함
264,(의)용성의료재단 삼성합천병원,병원,군,경남,055-933-2200,055-933-3322,50231,경남 합천군,합천읍 대야로 876 삼성합천병원,35.5664697,128.1633342,2020-05-11 00:00:00,Y,불포함
265,상명내과의원,의원,군,강원,033-672-8712,033-671-8711,25022,강원도 양양군,양양읍 양양로 62-1 2층 상명내과의원,38.0755132,128.6222144,2020-06-01 00:00:00,Y,불포함
266,탑내과의원,의원,시,경기,031-502-8833,031-502-9779,13835,경기도 과천시,"별양로 12 (원문동, 래미안 슈르) 래미안슈르상가 B동 3층",37.4230461,126.9935217,2020-06-01 00:00:00,Y,불포함
267,윤석주내과의원,의원,시,경기,031-843-3000,031-843-3011,11693,경기도 의정부시,"호국로 1336 (의정부동) 5,6,7 층 윤석주내과",37.7440644,127.0523609,2020-06-01 00:00:00,Y,불포함
268,보강재활의학과의원,의원,구,부산,051-851-8275,051-851-8274,47603,부산시 연제구,월드컵대로 3 (연산동) 신리메디컬 4층,35.1751162,129.0860896,2020-06-01 00:00:00,Y,불포함
269,남악하나내과의원,의원,군,전남,061-280-4800,061-287-7557,58567,전남 무안군,삼향읍 남악4로 86,34.8131522,126.4663924,2020-06-01 00:00:00,Y,불포함
270,서울연합의원,의원,군,전남,061-351-9530,061-351-9531,57066,전남 영광군,염산면 천년로 20-1,35.2171474,126.3741659,2020-07-01 00:00:00,Y,불포함
271,대동의원,의원,군,전북,063-653-2828,063-653-2828,56046,전북 순창군,순창읍 순창5길15,35.3732061,127.1407066,2020-07-01 00:00:00,Y,불포함
272,용상황금연합의원,의원,시,경북,054-822-7500,054-822-7501,36711,경북 안동시,경동로 847 (용상동) 용상황금연합의원 1층,36.5610309,128.749938,2020-07-01 00:00:00,Y,불포함
273,동탄시티병원,병원,시,경기,031-8015-3333,031-8015-1683,18435,경기도 화성시,동탄지성로 113 (반송동) 동탄시티병원,37.2084803,127.0626221,2020-08-01 00:00:00,Y,불포함
274,덕산의료재단 김천제일병원,종합병원,시,경북,054-420-3438,054-420-9414,39544,경북 김천시,신음1길 12 (신음동) 김천제일병원,36.135518594558,128.118710693766,2020-10-26 00:00:00,Y,불포함
275,김성진내과의원,의원,시,경기,031-347-4800,031-347-4802,15802,경기도 군포시,고산로 693 (산본동) 하나로빌딩 3층 김성진내과,37.3720916019939,126.935021737253,2020-12-01 00:00:00,Y,불포함
276,더베스트내과의원,의원,시,경기,031-487-1119,031-402-1105,15470,경기도 안산시,단원구 광덕대로 154 (고잔동) 로데오타운 A동 2층 더베스트내과,37.3102711679886,126.830735846102,2020-12-01 00:00:00,Y,불포함
277,코코이비인후과의원,의원,시,경기,031-212-7572,031-212-7576,16542,경기도 수원시,"영통구 매영로 84 (매탄동, 한국아파트) 한국2차아파트 상가동 207호 코코이비인후과",37.2676777876875,127.05107793725,2020-12-01 00:00:00,Y,불포함
278,비젼내과의원,의원,시,경기,031-896-3000,031-896-5020,16898,경기도 용인시,기흥구 보정로 115 (보정동) 우영프라자 4층,37.3199585769334,127.1151593284,2020-11-02 00:00:00,Y,불포함
279,수내과의원,의원,시,충남,041-667-8600,041-667-3407,31981,충남 서산시,안견로 190 (동문동) 2층 수내과의원,36.782216671477,126.458162246088,2020-12-01 00:00:00,Y,불포함
280,덕영내과의원,의원,군,경남,055-574-0071,055-574-0073,52140,경남 의령군,의령읍 의병로 217 덕영내과,35.3199003526725,128.260362376042,2020-12-01 00:00:00,Y,불포함
281,힐링연합의원,의원,구,광주,062-651-8600,062-651-8603,61725,광주시 남구,서문대로 725 (진월동) 2층,35.1242896153287,126.897750893739,2020-12-01 00:00:00,Y,불포함
282,나눔내과의원,의원,군,전남,070-5176-1046,061-381-8273,57318,전남 담양군,수북면 추성1로 736 나눔내과의원,35.3017391359894,126.932083655553,2020-12-01 00:00:00,Y,포함
283,한양내과의원,의원,군,전남,061-374-0333,061-374-1985,58119,전남 화순군,화순읍 자치샘로 36 옥천빌딩 2층,35.0617952590513,126.984862455547,2020-12-01 00:00:00,Y,포함
284,오케이내과의원,의원,군,전남,061-434-3900,061-434-3909,59234,전남 강진군,강진읍 평동2길 30 지스퀘어1층,34.6381168003295,126.76801894603,2020-12-01 00:00:00,Y,불포함
285,해남복음내과의원,의원,군,전남,061-534-7504,061-534-7505,59027,전남 해남군,"해남읍 중앙1로 2-14 2층, 해남복음내과의원",34.5714580481009,126.606978028326,2020-12-01 00:00:00,Y,불포함
286,김종성비뇨기과의원,의원,시,전북,063-834-7722,063-834-7792,54545,전북 익산시,무왕로 1073 (영등동) (영등동) 하나은행 2층,35.9588253714573,126.976011037214,2020-12-01 00:00:00,Y,불포함
287,임실내과의원,의원,군,전북,063-644-7575,063-644-7577,55926,전북 임실군,임실읍봉황로 159 임실내과,35.6148098016453,127.280097984901,2020-12-01 00:00:00,Y,불포함
288,참가정의학과의원,의원,군,전북,063-351-7277,063-351-7278,55612,전북 장수군,장계면 한들로 93 참가정의학과의원,35.7313701826582,127.582240028357,2020-12-01 00:00:00,Y,불포함
289,서울정형외과의원(영암),의원,군,전남,061-473-2000,061-473-2006,58416,전남 영암군,영암읍 중앙로 66,34.8018268747157,126.699561564391,2020-12-01 00:00:00,Y,불포함
290,현대가정의학과의원,의원,군,전북,063-584-6393,063-584-6393,56309,전북 부안군,부안읍 부풍로 48-1,35.7271393946926,126.732199073267,2020-12-01 00:00:00,Y,불포함
291,권태우정형외과의원,의원,시,경기,031-388-2198,031-388-2199,14047,경기도 안양시,동안구 시민대로 187,37.3919477562324,126.951597576099,2020-12-01 00:00:00,Y,불포함
292,박지영내과의원,의원,시,경기,031-793-1475,031-794-1475,12913,경기도 하남시,아리수로 570,37.5676058350288,127.190701379301,2020-12-01 00:00:00,Y,불포함
293,손경수내과의원,의원,시,강원,033-763-8252,033-763-9740,26441,강원도 원주시,"남원로 665 선일빌딩 1층일부,2,3,4층",37.3423686613029,127.954120703306,2020-12-01 00:00:00,Y,불포함
294,한림의원,의원,군,강원,033-462-4261,033-462-9340,24616,강원도 인제군,북면 원통로 218 한림의원,38.1242,128.2076,2020-12-01 00:00:00,Y,포함
295,화천내과의원,의원,군,강원,033-442-8001,033-442-8002,24124,강원도 화천군,화천읍 중앙로 19-1 화천내과의원,38.1043710726716,127.706368428423,2020-12-01 00:00:00,Y,포함
296,횡성정형외과의원,의원,군,강원,033-343-5337,033-343-5339,25220,강원도 횡성군,횡성읍 태기로19번길 14 태기로19번길14,37.4918418608538,127.98647430331,2020-12-01 00:00:00,Y,불포함
297,영남의원,의원,군,경북,054-653-7583,054-653-7581,36821,경북 예천군,예천읍 효자로 125 영남의원,36.6586152681535,128.457123928382,2020-12-01 00:00:00,Y,불포함
298,정일성의원,의원,군,경남,055-673-8866,055-674-3434,52942,경남 고성군,고성읍 송학로 122번길 19-2 1층 정일성의원,34.9769262669228,128.325982155544,2020-12-01 00:00:00,Y,불포함
299,고려정형외과의원(거창),의원,군,경남,055-943-9811,055-943-6151,50145,경남 거창군,거창읍 강남로 194 고려정형외과의원,35.6854575433319,127.918356673266,2020-12-01 00:00:00,Y,불포함
300,성심메디컬의원,의원,시,경남,055-746-5538,055-746-5538,52653,경남 진주시,서장대로213번길 5 (이현동) 성심메디컬의원,35.1909566261117,128.056072046044,2020-12-01 00:00:00,Y,불포함
301,한마음연합의원,의원,군,경남,055-964-2301,055-964-2305,50039,경남 함양군,함양읍 용평길 44 한마음연합의원,35.5199292472319,127.731911028351,2020-12-01 00:00:00,Y,불포함
302,서울비뇨기과의원(구리점),의원,시,경기,031-523-9000,031-523-9033,11926,경기도 구리시,건원대로3 흥화브라운오피스텔 4층,37.6015123428543,127.140625028408,2020-12-01 00:00:00,Y,불포함
303,청담비뇨기과의원,의원,시,경기,031-592-3698,070-8270-3113,12150,경기도 남양주시,늘을2로 20 (호평동) 4층 청담비뇨기과,37.6546585070028,127.244107455618,2020-12-01 00:00:00,Y,불포함
304,새벽의원,의원,군,경기,031-774-6247,031-771-2852,12562,경기도 양평군,양평읍 시민로 6-1 보원 메디컬 3층 새벽 피부비뇨기과,37.4890997335878,127.492828728405,2020-12-01 00:00:00,Y,불포함
305,강비뇨기과의원(연천),의원,군,경기,031-835-0108,031-835-0107,11033,경기도 연천군,전곡읍 전곡로 166 강비뇨기과의원,38.0268,127.068,2020-12-01 00:00:00,Y,불포함
306,한성내과의원,의원,시,경기,031-532-2375,031-531-2375,11174,경기도 포천시,소흘읍 솔모루로 114,37.8311014809836,127.149257455623,2020-12-01 00:00:00,Y,불포함
307,의)한솔의료재단 한서재활요양병원,요양병원,시,경남,055-346-1222,055-340-8000,50869,경남 김해시,진영읍 진영로454번길 102-10 한서재활요양병원,35.2924209741528,128.752991503249,2021-01-01 00:00:00,Y,불포함
308,민들레안과의원,의원,군,충북,043-542-7588,043-542-7587,28950,충북 보은군,보은읍 삼산남로 9 민들레안과,36.4829797340369,127.721651819526,2021-01-01 00:00:00,Y,불포함
309,메디안내과의원,의원,구,대전,042-867-8275,042-861-8275,34086,대전시 유성구,노은로 170 (지족동) 스타시티 3층,36.3749319946991,127.318371546076,2021-01-01 00:00:00,Y,불포함
310,드림이비인후과의원,의원,군,충북,043-733-5800,043-733-5801,29037,충북 옥천군,"옥천읍 삼금로 11 2층, 드림이비인후과의원",36.29976123612,127.566292837223,2021-01-01 00:00:00,Y,불포함
311,JS메디칼내과외과정형외과의원,의원,시,충남,041-589-7575,041-589-7500,31037,충남 천안시,서북구 직산읍 봉주로 51 JS메디칼의원,36.8775837834827,127.152235637239,2021-01-01 00:00:00,Y,불포함
312,성윤업내과의원,의원,군,강원,033-374-0871,033-372-0871,26233,강원도 영월군,영월읍 중앙1로 32 성윤업내과의원,37.1831661048388,128.466437103301,2021-01-01 00:00:00,Y,포함
313,닥터음가정의학과의원,의원,시,강원,033-633-3773,033-633-3773,24874,강원도 속초시,동해대로 4163 (조양동) 닥터음가정의학과의원,38.1911274037802,128.579316480016,2021-01-01 00:00:00,Y,불포함
314,윤이비인후과의원,의원,시,경기,031-401-4172,031-486-3553,425-020,경기도 안산시,단원구 예술대학로 9,37.3179536521171,126.836487937252,2021-01-01 00:00:00,Y,불포함
315,연세안과의원,의원,군,경남,055-862-0357,055-862-0352,52420,경남 남해군,남해읍 화전로 85 연세안과 의원,34.8389726593609,127.893887446035,2021-01-01 00:00:00,Y,불포함
316,의)창녕서울의료원 창녕서울병원,병원,군,경남,055-532-1975,055-532-0003,50322,경남 창녕군,창녕읍 창녕대로 122 창녕서울병원,35.5350369470069,128.497818384899,2021-01-01 00:00:00,Y,불포함
317,창녕원이비인후과의원,의원,군,경남,055-533-2224,055-533-8275,50323,경남 창녕군,"창녕읍 군청길 18,  501,502호(성동빌딩)",35.5428475173894,128.492063437203,2021-01-01 00:00:00,Y,불포함
318,강서고려비뇨의학과의원,의원,구,서울,02-2065-8822,02-2065-7722,7714,서울시 강서구,강서로 173 터보빌딩 5층,37.5420392621079,126.839634755615,2021-01-01 00:00:00,Y,불포함
319,우리내과의원,의원,구,서울,02-2648-5566,02-2648-5713,8005,서울시 양천구,오목로 312 (목동) 우리내과의원 3층,37.5248079416951,126.871958693805,2021-01-01 00:00:00,Y,불포함
320,서울중앙의료의원,의원,구,서울,02-6450-5500,02-6450-5503,4535,서울시 중구,소공로 70 (충무로1가) 포스트타워 지하3층 서울중앙의료의원,37.5617636641244,126.982098503312,2021-01-01 00:00:00,Y,불포함
321,하나비뇨기과의원,의원,시,전남,061-722-8575,061-722-8574,57968,전남 순천시,순광로 14 드림내과건물 5층,34.9547550139901,127.522941446038,2021-01-01 00:00:00,Y,불포함
322,정남진정형외과의원,의원,시,전남,061-642-7878,061-643-7182,59756,전남 여수시,신월로 735 (봉산동) 정남진정형외과,34.7361638901118,127.720666537181,2021-01-01 00:00:00,Y,불포함
323,문영래정형외과병원,병원,구,광주,062-606-8275,062-606-8279,61991,광주시 서구,운천로 148 (쌍촌동) 2층,35.1458773454289,126.857288903246,2021-01-01 00:00:00,Y,불포함
324,이진홍내과의원,의원,군,전북,063-564-1343,063-561-1373,56432,전북 고창군,고창읍 중앙로 230 이진홍내과의원,35.4350523822227,126.700645946051,2021-01-01 00:00:00,Y,불포함
325,제주의료원 부속요양병원,요양병원,시,제주,064-720-2106,064-724-2102,63243,제주도 제주시,산천단남길 10 (아라일동) 부속요양병원,33.4454976416986,126.560107103201,2021-01-01 00:00:00,Y,불포함
326,최선365의원,의원,시,제주,064-784-6333,064-784-7333,63640,제주도 서귀포시,성산읍 고성오조로 67 1층,33.4497275113737,126.914539045999,2021-01-01 00:00:00,Y,불포함
327,강북힘찬병원,병원,구,서울,02-1899-2226,02-2174-3128,1459,서울시 도봉구,도봉로 446 (창동),37.6457509395379,127.033366155618,2021-01-01 00:00:00,Y,불포함
328,드림권내과의원,의원,구,서울,02-6224-7575,02-6224-7576,8277,서울시 송파구,송파대로 345 5층 (가락동) 헬리오시티 상가 1A동 5002호,37.4970127320739,127.115573877228,2021-01-01 00:00:00,Y,불포함
329,시온정형외과의원,의원,구,서울,02-415-7110,02-415-7124,5675,서울시 송파구,가락로 166 (송파동) 3층,37.5057064295905,127.121190046108,2021-01-01 00:00:00,Y,불포함
330,한사랑내과의원,의원,군,강원,033-482-3566,033-482-3577,24526,강원도 양구군,양구읍 사명길 123 한사랑내과의원,38.1078,127.9883,2021-01-01 00:00:00,Y,불포함
331,강남아이원안과의원,의원,군,강원,033-455-7501,033-455-7503,24018,강원도 철원군,갈말읍 명성로 184 1층,38.148,127.3081,2021-01-01 00:00:00,Y,포함
332,에스탑치과의원,의원,구,서울,02-2612-7528,02-2612-7526,8277,서울시 구로구,경인로40길 12 (개봉동) 4층,37.4963683477247,126.859146673316,2021-01-01 00:00:00,Y,불포함
333,경기도립노인전문동두천병원,요양병원,시,경기,031-860-4114,031-860-4115,11322,경기도 동두천시,탑신로 536,37.900888340118,127.136213055625,2021-01-01 00:00:00,Y,불포함
334,추부의원,의원,군,충남,041-752-9950,041-753-9940,32714,충남 금산군,추부면 마전로 56 추부의원,36.1912971292759,127.467057128369,2020-12-01 00:00:00,Y,불포함
335,금호의원,의원,시,경북,054-336-7117,054-336-7118,38877,경북 영천시,금호읍 교대길 14 금호의원,35.9311780578222,128.872391219511,2021-01-18 00:00:00,Y,불포함
336,용이비인후과의원,의원,시,경북,054-556-7575,054-556-7576,36966,경북 문경시,중앙로 195 (흥덕동) 용이비인후과의원,36.6018482258891,128.203202746083,2021-01-18 00:00:00,Y,불포함
337,준내과의원,의원,구,대구,053-746-0875,053-746-0876,42019,대구시 수성구,달구벌대로 2395 (범어동) 준내과의원,35.8598589294444,128.624559364419,2021-01-18 00:00:00,Y,불포함
338,마디연합정형외과의원,의원,군,경북,054-373-9263,054-373-9265,38340,경북 청도군,청도읍 청화로 99,35.6474792761448,128.738241137206,2021-01-18 00:00:00,Y,불포함
339,고려마취통증의학과의원,의원,군,경북,054-382-0922,054-382-0923,39014,대구시 군위군,군위읍 중앙길 100 고려마취통증의학과의원,36.2372269346376,128.567316919519,2021-01-18 00:00:00,Y,불포함
340,유가제일연합의원,의원,군,대구,053-292-7582,053-292-7580,43018,대구시 달성군,"유가읍 테크노상업로 108 501호, 502호",35.684125771079,128.45122757393,2021-02-01 00:00:00,Y,불포함
341,구미시립노인요양병원,요양병원,시,경북,054-440-1000,054-440-1051,39203,경북 구미시,야은로 37-1 (부곡동),36.1532526168353,128.290237755576,2021-02-01 00:00:00,Y,불포함
342,우리연합의원,의원,시,경북,054-292-9200,054-728-9494,37907,경북 포항시,남구오천읍 정몽주로 560,35.9679683365682,129.416086519512,2021-02-01 00:00:00,Y,불포함
343,바른정형외과의원,의원,군,충북,043-533-7588,043-535-7588,27831,충북 진천군,진천읍 중앙북1길 11-4 바른정형외과,36.860398845936,127.439763628388,2021-02-01 00:00:00,Y,불포함
344,김영태신경외과의원,의원,시,충북,043)258-0173~4,043-225-5002,28725,충북 청주시,상당구 단재로 21-1 (석교동),36.6265872773671,127.492943537232,2021-02-01 00:00:00,Y,불포함
345,덕인의원,의원,구,대전,042-272-4551,042-273-4551,34629,대전시 동구,대전로 782 (원동),36.32968873454,127.43380247607,2021-02-01 00:00:00,Y,포함
346,고려정형외과의원(증평),의원,군,충북,043-838-7501,050-4186-4058,27926,충북 증평군,증평읍 중앙로 231 고려정형외과,36.7860415639452,127.583220146088,2021-02-01 00:00:00,Y,불포함
347,박봉안내과의원,의원,시,충북,043-847-7575,043-847-7572,27361,충북 충주시,봉계1길 52 (칠금동) 박봉안내과의원,36.9812132053904,127.915598128391,2021-02-01 00:00:00,Y,불포함
348,평택성모병원,종합병원,시,경기,031-1800-8800,070-3425-5533,17825,경기도 평택시,평택로 284,37.0084793194385,127.074083937243,2021-02-01 00:00:00,Y,불포함
349,동탄서울내과의원,의원,시,경기,031-831-8363,031-831-8368,18505,경기도 화성시,동탄순환대로 127-5 (산척동) 5층 동탄서울내과,37.2151286029264,127.044307819546,2021-02-01 00:00:00,Y,불포함
350,김병호내과의원,의원,시,강원,033-552-6997,033-552-6998,26011,강원도 태백시,황지로 176-1 (황지동) 김병호내과의원,37.1741934215326,128.990667164456,2021-02-01 00:00:00,Y,포함
351,신세계의원,의원,시,강원,033-533-3652,033-533-3653,25721,강원도 동해시,"청운1길 64, 301호(나안동)",37.486045,129.110245,2021-02-01 00:00:00,Y,불포함
352,사북제일의원,의원,군,강원,033-592-3412,033-592-0055,26150,강원도 정선군,사북읍 사북5길 1 제일의원,37.2275917845912,128.819795655606,2021-02-01 00:00:00,Y,포함
353,김태우신경과의원,의원,시,전남,061-279-5500,061-279-5505,58642,전남 목포시,영산로 515 (상동) 2층,34.8071928038119,126.414213037183,2021-02-01 00:00:00,Y,불포함
354,오복치과의원,의원,군,경북,054-833-7528,050-4472-5853,37337,경북 의성군,의성읍 문소3길 110,36.3561702062198,128.694467203278,2021-03-01 00:00:00,Y,불포함
355,금일마취통증의학과의원,의원,군,전남,061-553-3577,061-553-3939,59140,전남 완도군,금일읍 감목길 5,34.3495613531338,127.029760503225,2021-03-01 00:00:00,Y,포함
356,진안치과의원,의원,군,전북,063-432-1771,063-432-1778,55432,전북 진안군,진안읍 진무로 1102 진안치과,35.7918450520134,127.42900003721,2021-03-01 00:00:00,Y,불포함
357,성모정형외과의원,의원,구,서울,02-817-7714,02-817-7716,6953,서울시 동작구,상도로 81 (대방동) 7층 성모정형외과,37.4999780855442,126.929494994927,2021-03-01 00:00:00,Y,불포함
358,강남가드비뇨기과의원,의원,구,서울,02-566-8330,02-566-5610,7008,서울시 동작구,동작대로 121 (사당동) 경원빌딩8층,37.4869521772176,126.981651717047,2021-03-01 00:00:00,Y,불포함
359,누가의원,의원,군,경북,054-782-4979,054-783-9083,36305,경북 울진군,북면 울진북로 2067 누가의원,37.1013846587153,129.371796737245,2021-04-01 00:00:00,Y,포함
360,서울아산내과의원,의원,시,세종,044-862-7559,044-862-7560,30028,세종시,조치원읍 새내로 97 청춘메디컬 2층,36.6006704496018,127.298071037231,2021-05-01 00:00:00,Y,불포함
361,강북21세기병원,병원,구,서울,1577-6336,02-976-3762,2138,서울시 중랑구,면목로 473 (상봉동) 강북21세기병원,37.594292601875,127.085865019557,2021-06-01 00:00:00,Y,불포함
362,청주원광효도요양병원,요양병원,시,충북,043-267-0301,043-268-0156,28591,충북 청주시,흥덕구 월명로 15 (복대동) 원광효도요양병원,36.6364675394385,127.452857584929,2021-06-01 00:00:00,Y,불포함
363,공주서울내과의원,의원,시,충남,041-853-7582,041-853-7583,32555,충남 공주시,웅진로 186 (산성동) 2층 공주서울내과의원,36.4569556881215,127.125231855585,2021-07-01 00:00:00,Y,불포함
364,서울정형외과의원(홍천),의원,군,강원,033-432-0129,033-432-0129,25139,강원도 홍천군,홍천읍 신장대리 64-1,37.6888343639995,127.88496261956,2021-07-01 00:00:00,Y,불포함
365,서부영남내과의원,의원,구,대구,053-656-7533,053-622-7588,42482,대구시 남구,대명로 12 (대명동),35.8377222194921,128.558840119509,2021-07-01 00:00:00,Y,불포함
366,대동에스정형외과의원,의원,구,대구,053-943-2621,053-943-2645,41186,대구시 동구,"아양로 251 (신암동) 대동빌딩, 대동에스정형외과의원",35.887746156007,128.64022681951,2021-07-01 00:00:00,Y,불포함
367,밀양선비뇨기과의원,의원,시,경남,055-352-7512,055-352-7523,50427,경남 밀양시,중앙로 413 제일빌딩 302호,35.49667406051,128.747776219499,2021-08-01 00:00:00,Y,불포함
368,위드내과의원,의원,시,강원,033-641-9222,033-641-9221,25512,강원도 강릉시,솔올로 35 (교동) 2층,37.7652562282317,128.877983855621,2021-08-01 00:00:00,Y,불포함
369,우리이비인후과의원,의원,시,전남,061-276-7373,061-801-5100,58654,전남 목포시,"산대로 2 (산정동) 2, 2층",34.8025258120136,126.392208837183,2021-07-05 00:00:00,Y,불포함
370,예루살렘정형외과의원,의원,구,서울,02-575-0123,02-3461-0842,6737,서울시 서초구,남부순환로350길 33 (양재동) 예루살렘정형외과,37.4835848297527,127.036375984953,2021-08-01 00:00:00,Y,불포함
371,로뎀나무내과의원,의원,시,경기,031-654-1905,031-654-1915,17909,경기도 평택시,중앙로 82-1 (합정동) 2층,36.9938087564089,127.092244537242,2021-08-01 00:00:00,Y,불포함
372,노상필내과의원,의원,군,충북,043-770-7171,043-770-7172,29145,충북 영동군,영동읍 중앙로 28 노상필내과의원,36.1744887730204,127.776608355577,2021-08-01 00:00:00,Y,불포함
373,서내과의원,의원,구,대구,053-556-4509,053-563-7774,41870,대구시 서구,달구벌대로 1883 (내당동) 1층,35.8621458180694,128.570282819509,2021-08-01 00:00:00,Y,불포함
374,파티마연합속내과의원,의원,시,경북,053-852-7500,053-852-7501,38436,경북 경산시,하양읍 하양로 112 201호,35.9141710241031,128.819638019511,2021-08-01 00:00:00,Y,불포함
375,압해연합의원,의원,군,전남,061-271-7583,061-271-7681,58824,전남 신안군,압해읍 압해로 871-3,34.8647770475551,126.313632784881,2021-08-01 00:00:00,Y,포함
376,주영민비뇨기과의원,의원,시,경남,055-634-1365,055-637-8703,53251,경남 거제시,거제중앙로 1938,34.890581757104,128.622365593733,2021-08-09 00:00:00,Y,불포함
377,굿모닝내과의원,의원,시,경남,055-335-3565,055-324-3634,50916,경남 김해시,분성로 321 (서상동) 302호,35.2337149682424,128.881064503248,2021-08-09 00:00:00,Y,불포함
378,우리메디컬의원,의원,시,경남,055-850-7575,055-850-7576,52519,경남 사천시,사천읍 진삼로 1481 2층,35.083651730656,128.08574973719,2021-08-09 00:00:00,Y,불포함
379,박경대내과의원,의원,시,경북,054-774-3337,054-775-3371,38155,경북 경주시,화랑로 80 (서부동) 박경대내과의원,35.8445765583271,129.209520655568,2021-08-18 00:00:00,Y,불포함
380,최성식재활의학과의원,의원,군,전남,061-362-0887,061-363-0887,57535,전남 곡성군,곡성읍 중앙로 132 (청암센트럴빌) 102~105호 최성식재활의학과의원,35.2820120429269,127.296867346047,2021-09-01 00:00:00,Y,불포함
381,무주신경외과의원,의원,군,전북,063-324-8275,063-324-8276,55517,전북 무주군,무주읍 향학로 33-1 무주신경외과,36.0073229630056,127.662749737215,2021-09-01 00:00:00,Y,불포함
382,혁신오케이정형외과의원,의원,군,전북,063-277-7500,063-277-7505,55365,전북 완주군,이서면 기지로 54 비씨엠타워 2층,35.8383406726119,127.057809637211,2021-09-01 00:00:00,Y,포함
383,현대의원,의원,군,전남,061-772-7119,062-772-8575,57726,전남 광양시,옥곡면 큰골길 8,34.9889289281662,127.701110219486,2021-09-01 00:00:00,Y,불포함
384,참좋은정형외과신경과의원,의원,구,부산,051-312-7582,051-312-7581,46930,부산시 사상구,"백양대로 893, 궁전빌딩 402호",35.1860027019512,128.990723937193,2021-09-01 00:00:00,Y,불포함
385,연합내과의원,의원,구,광주,062-222-5651,062-228-9207,61463,광주시 동구,남문로 696 (학동) 1층 연합내과,35.1328885290715,126.928671384888,2021-09-01 00:00:00,Y,불포함
386,류마내과의원,의원,구,서울,02-474-5450,02-474-5460,5339,서울시 강동구,천호대로 1099 (천호동) 5층 502호,37.5358791485943,127.134088455615,2021-09-01 00:00:00,Y,불포함
387,더바름정형외과의원,의원,구,서울,02-455-2018,02-455-5551,5047,서울시 광진구,아차산로 450-2 (구의동),37.5387386120232,127.092307684954,2021-09-01 00:00:00,Y,불포함
388,남기헌정형외과의원,의원,구,서울,02-396-5595,02-396-5597,3615,서울시 서대문구,세검정로1길 5 (홍은동) 남기헌정형외과의원,37.5922944162009,126.942117519557,2021-09-01 00:00:00,Y,불포함
389,안성제일정형외과의원,의원,시,경기,031-673-2119,031-672-6119,17581,경기도 안성시,중앙로 372번길 37-15 1층 안성제일정형외과의원,37.0062992290881,127.268414837243,2021-09-01 00:00:00,Y,불포함
390,마디온정형외과의원,의원,시,강원,033-249-8575,033-249-8576,24455,강원도 춘천시,안마산로 107 (퇴계동) 마디온정형외과의원,37.8545107082426,127.729453486406,2021-09-01 00:00:00,Y,불포함
391,삼성우리내과의원,의원,시,경기,02-2613-7588,02-2613-7587,14237,경기도 광명시,철산로 32 (철산동) 4층 삼성우리내과의원,37.4763984468593,126.869807237256,2021-09-01 00:00:00,Y,불포함
392,한길정형외과의원,의원,구,인천,032-576-7582,032-232-3338,22809,인천시 서구,원적로 85 (가좌동) 201호,37.4946877569403,126.681279919554,2021-09-01 00:00:00,Y,불포함
393,하나의료조합영흥우리의원,의원,군,인천,032-886-9411,032-889-0788,23118,인천시 옹진군,"영흥면 영흥로 176번길 8, 203호(영흥늘푸른센터 2층)",37.2587164857506,126.493416128399,2021-09-01 00:00:00,Y,포함
394,강비뇨기과의원(태안),의원,군,충남,041-673-8008,,32143,충남 태안군, 태안읍 동백로 301 3층,36.7485991494733,126.303574973295,2021-09-01 00:00:00,Y,불포함
395,태강내과의원,의원,구,울산,052-292-2975,050-7701-0133,44478,울산시 중구,번영로 475 홈플러스울산점 5층 태강내과,35.5644677477926,129.334850255217,2021-09-13 00:00:00,Y,불포함
396,신선정형외과의원,의원,구,대전,042-636-3003,042-636-6335,35382,대전시 서구,관저중로 72 (관저동) 4층 신선정형외과,36.2988365289971,127.335173368732,2021-10-01 00:00:00,Y,불포함
397,김학영정형외과의원,의원,구,대전,042-254-7966,042-252-2617,34946,대전시 중구,계룡로 945 (대사동),36.3192384819087,127.417044997568,2021-10-01 00:00:00,Y,불포함
398,청담내과의원,의원,구,대전,042-635-7576,042-635-7553,34406,대전시 대덕구,동춘당로 179 (법동) 201,36.3674810031478,127.431582682229,2021-10-01 00:00:00,Y,불포함
399,분당연세비뇨의학과의원,의원,시,경기,031-2706-8292,031-706-8295,13590,경기도 성남시,분당구 황새울로335번길 5 (서현동) 앤타운빌딩 803호,37.3860569552425,127.121670158421,2021-10-01 00:00:00,Y,불포함
400,두리이비인후과의원(양주),의원,시,경기,031-868-8766,031-868-8767,11473,경기도 양주시,옥정로 196 (옥정동) 파스텔시티 6층,37.8193589258855,127.091836938327,2021-10-01 00:00:00,Y,불포함
401,강북보아스이비인후과의원,의원,구,서울,02-980-1530,02-980-1531,1117,서울시 강북구,"도봉로 242, 2층 1호",37.6312858056722,127.023893603469,2021-10-01 00:00:00,Y,불포함
402,서울의원(서울),의원,구,서울,02-993-2161,02-993-2169,1905,서울시 노원구,"월계로 370 (월계동) 201~202호 서울의원(월계동, 희성프라자)",37.6311032844965,127.060990169689,2021-10-01 00:00:00,Y,불포함
